date,tweet,Category,Text,polarity,Sentiment
2023-03-07T03:50:10+00:00,"tanyakanrl Beneran mahal ternyata Telkomsel
gw pake Halo Prabayar 25gb 110k sebulan, masa aktif lama poll sampe 2037",Lifestyle,tanyakanrl benar mahal telkomsel gue pakai halo prabayar 25gb 110k bulan aktif poll 2037,-0.0599,Negative
2023-03-07T03:53:15+00:00,"Yg nawarin promo debit pulsa @HelloDanamon pas udh didebit pulsa g masuk customer di suruh urus sendiri ke @telkomsel tlp cs nya suara putus buang2 pulsa, suruh kasih bukti bayr. yg kerja sama kalian customer yg direpotin ðŸ«£",Entertaiment,tawar promo debit pulsa pas debit masuk customer suruh urus telepon cs nya suara putus buang2 kasih bukti bayr kerja direpotin,-0.0167,Negative
2023-03-07T03:55:49+00:00,"Telkomsel @junkfrog13 @anakpakmanan Ningkatin kualitas apa cuantitas? Kalo kebutuhan pulsa dan quota habis sebelum masa aktif, dan harus nunggu smp masa aktif hampir abis? Mw kerja gimana gan? Berharap saat lagi cekak masih bisa terselamatkan dgn masa aktif yg masih panjang, malah kena malang.",Pendidikan,telkomsel ningkatin kualitas cuantitas butuh pulsa quota habis aktif tunggu kerja gan harap cekak selamat kena malang,-0.01,Negative
2023-03-07T04:11:18+00:00,jaemin telkomsel semoga hr ini km makan enak,Lifestyle,jaemin telkomsel moga makan enak,0.0844,Positive
2023-03-07T04:37:33+00:00,"danawallet @Kaiden_378 @Brainsync_ @Telkomsel Hai Teman smartfren, terimakasih juga sdh berkunjung ke sosial media smartfren :) jika ada yg bs minfren bantu seputar Smartfrennya, silakan infokan via DMnya ya kak :) . Terima kasih - Bia",Entertaiment,danawallet 378 hai teman smartfren terimakasih kunjung sosial media minfren bantu putar smartfrennya sila info via dmnya ya kak terima kasih bia,0.0217,Positive
2023-03-07T04:40:11+00:00,hellostalker25 @tanyakanrl Nah bener. Pas mati lampu ni Telkomsel langsung ilang sinyalnya seketika kalah ama Indosat. Tp di puncak gunung Indosat gaada sinyal samsek Telkomsel masih bisa buat karokean lewat yt,Otomotif,hellostalker25 pas mati lampu nih telkomsel langsung hilang sinyal kalah indosat puncak gunung sinyal samsek karokean yt,0.0031,Positive
2023-03-07T04:46:34+00:00,"danawallet @PaingHe96 @BZEdgeCoin @Telkomsel Hai Teman smartfren, terimakasih juga sdh berkunjung ke sosial media smartfren :) jika ada yg bs minfren bantu seputar Smartfrennya, silakan infokan via DMnya ya kak :) . Terima kasih - Bia",Entertaiment,danawallet hai teman smartfren terimakasih kunjung sosial media minfren bantu putar smartfrennya sila info via dmnya ya kak terima kasih bia,0.0217,Positive
2023-03-07T05:01:09+00:00,"cim0ly_ Saya kerja di optik Melawai untuk periksa mata gratis.Jika sebelumnya sudah pernah pakai kacamata,kacamata lama di bawa saat cek mata",Tekno,cim0ly kerja optik lawa periksa mata gratis pakai kacamata bawa cek,-0.0888,Negative
2023-03-07T05:01:36+00:00,"mau kuota telkomsel dong, btw sebelumnya aku pake yg cek nomor dan dapet 7gb sebulan under 35k, coba tawarin yg mirip dong #zonauang #zonajajan",Entertaiment,kuota telkomsel btw pakai cek nomor 7gb bulan under 35k coba tawarin zonauang zonajajan,-0.4413,Negative
2023-03-07T05:23:06+00:00,"OPEN CONVERT

TSEL : 0,84
XL /AXIS : 0,80

ðŸ·cv, tsel, axis, xl, pulsa, bank, ewallet, gopay, spay, shopeepay, dana, ovo, linkaja, #zonauang RSUD, #PerjanjianGaib Chindo, Puas, Nisfu Sya'ban, Bakpia, Magelang, BPJS, Luhut

Testimoni bisa liat disini yaa ka
https://t.co/50KqHObAbQ https://t.co/NLqqQJJWws",Ekonomi,open convert tsel 0 84 xl axis 80 cv pulsa bank ewallet gopay spay shopeepay dana ovo linkaja zonauang rsud perjanjiangaib chindo puas nisfu ban bakpia magelang bpjs luhut testimoni lihat ya kak,0.1348,Positive
2023-03-07T05:25:36+00:00,"tanyakanrl @Telkomsel yg ngusulin program ginian siapa zholim banget si saya doain harimu senin teruss, jari kelingking kakimu nabrak kaki kursi terus, sempakmu ga kering di jemuran, tiap kebelet pipis ga keluar airnya, tiap naik motor tulang keringmu kena pijakan dah yg mau nambahin monggo",Otomotif,tanyakanrl ngusulin program zholim banget sih doain hari senin jari kelingking kaki nabrak kaki kursi sempak kering jemur kebelet pipis air motor tulang kering kena pijak deh nambahin monggo,-0.0871,Negative
2023-03-07T06:36:48+00:00,"danawallet @Johanar004 @BZEdgeCoin @Telkomsel Hai Teman smartfren, terimakasih juga ya sdh berkunjung ke sosial media smartfren :) jika ada yg bs minfren bantu seputar Smartfrennya, silakan infokan via DMnya ya kak :) . Terima kasih - Bia",Entertaiment,danawallet hai teman smartfren terimakasih ya kunjung sosial media minfren bantu putar smartfrennya sila info via dmnya kak terima kasih bia,0.0217,Positive
2023-03-07T06:37:13+00:00,xyan_zheeng @idextratime TELKOMSEL MUSUH EMYU,Tekno,xyan zheeng telkomsel musuh emyu,-0.7184,Negative
2023-03-07T06:43:09+00:00,"its/ for sale my orbit Star A1 baru banget dipake belom sebulan, masih ada isinya 125gb! (25gb/bulan) jd masi ada untuk 5 bulan. fullset mulus, kondisi 10/10 beli langsung di telkomsel grapari manyar. FS 500K bole nego kalo berminat komen dibawah nanti aku reply! makasi (1/2) https://t.co/hl3RCVrDFL",Entertaiment,its for sale my orbit star a1 banget pakai bulan isi 125gb 25gb 5 fullset mulus kondisi 10 beli langsung telkomsel grapari manyar fs 500k nego minat komen bawah reply terima kasih 1 2,0.005,Positive
2023-03-07T06:45:53+00:00,"""Penerapan artificial intelligence tidak hanya membahas tentang teknologi, tapi ada yang lebih fundamental, yaitu melihat dari sisi yang lebih humanis."" - Vice President Business Intelligence and Analytics @Telkomsel, Tina Lusiana

#JurnalismeMencerahkan #AdadiKompas https://t.co/aMx7lGpKTn",Tekno,terap artificial intelligence bahas teknologi fundamental sisi humanis vice president business and analytics tina lusiana jurnalismemencerahkan adadikompas,-0.2596,Negative
2023-03-07T07:12:34+00:00,"""AI itu teknologi untuk membantu manusia. Manusia tidak akan pernah tergantikan dari segi sosial. Kita hidup berdampingan dengan AI demi meningkatkan kualitas hidup."" -Vice President Business Intelligence and Analytics @Telkomsel, Tina Lusiana

#JurnalismeMencerahkan #AdadiKompas https://t.co/fv1Mei3BAh",Tekno,ai teknologi bantu manusia ganti segi sosial hidup damping tingkat kualitas vice president business intelligence and analytics tina lusiana jurnalismemencerahkan adadikompas,0.0152,Positive
2023-03-07T07:30:44+00:00,Telkomsel @abie_wan_kenobi mahal tapi jaringan bagus its ok. murah tapi jaringan jelek its ok. udah mahal tapi jaringan jelek itu namanya bajingan,Lifestyle,telkomsel wan kenobi mahal jaring bagus its ok murah jelek nama bajing,-0.018,Negative
2023-03-07T07:30:59+00:00,"Tapi emg kebiasaan orang indo namain kontak orang pake profidernya begini dr jaman dulu jirrr suatu budaya yg patut dibanggakan 

Mama gue namain gue juga gaby XL, gaby Telkomsel ðŸ˜­ðŸ˜­ðŸ˜­ fakk ngakak bgtt",Budaya,biasa orang indonesia nama kontak pakai profidernya jaman jirrr budaya patut bangga mama gue gaby xl telkomsel fakk akak banget,-0.0044,Negative
2023-03-07T07:39:24+00:00,jijik,Tekno,jijik,-0.7906,Negative
2023-03-07T07:56:34+00:00,Fans emyu udah ga tahan ðŸ–ðŸ½ðŸ˜”,Entertaiment,fan emyu tahan,-0.2088,Negative
2023-03-07T08:10:46+00:00,"flowerbookmark Siang Kak, Maaf baru bales. Untuk Telkomsel selalu menjaga kerahasiaan data pelanggan, jika kakak menerima pesan/panggilan terkait undian disarankan tidak klik/install file apk, memberikan kode OTP/link akses kepada siapapun ya. Makasih :) -Garra",Tekno,flowerbookmark siang kak maaf balas telkomsel jaga rahasia data langgan kakak terima pesan panggil kait undi saran klik install file apk kode otp link akses ya terima kasih garra,0.0017,Positive
2023-03-07T08:21:20+00:00,"Setelah Twitter ngeluarin layanan centang biru berbayar, kini giliran Meta yang sedang menguji coba layanan serupa bernama Meta Verified di Australia dan Selandia Baru. Memang apa aja benefitnya? Cek post image berikut ya! https://t.co/vRWo7U3EB7",Tekno,twitter keluar layan centang biru bayar gilir meta uji coba nama verified australia selandia benefitnya cek post image ya,-0.0493,Negative
2023-03-07T08:29:48+00:00,"yuk main di topislot dijamin member baru dimanjakan banget dan pasti nya banyak promo menarik yang bisa kalian claim 
link: https://t.co/QHWgbDSdDZ

#topislot #topislotgacor #slot #slotgacor #slotantirungkad https://t.co/icjc5kSIhD",Tekno,yuk main topislot jamin member manja banget nya promo tarik claim link topislotgacor slot slotgacor slotantirungkad,0.0166,Positive
2023-03-07T08:30:49+00:00,"yuk main di topislot dijamin member baru dimanjakan banget dan pasti nya banyak promo menarik yang bisa kalian claim 
Link ALTERNATIF TOPISLOT : https://t.co/MrwfY4XE0B

#topislot #topislotgacor #slot #slotgacor #slotantirungkad https://t.co/pnAci6bsWv",Tekno,yuk main topislot jamin member manja banget nya promo tarik claim link alternatif topislotgacor slot slotgacor slotantirungkad,0.0166,Positive
2023-03-07T08:38:15+00:00,"Cari mifi yg turun harga? Gass kesiniðŸ˜ƒ

âœ… WA 0882-1145-6443
.
.
.
#cirebon #indramayu #jatibarang #kuningan #majalengka #sumedang #subang #nomorcantik #esim #smartfren #telkomsel #indosat #XL #indihome #MyRepublic Chindo David 500 M #PerjanjianGaib Nisfu Sya'ban RSUD https://t.co/9C8mtiEjXk",Entertaiment,cari mifi turun harga gass kesini wa 0882 1145 6443 cirebon indramayu jatibarang kuningan majalengka sumedang subang nomorcantik esim smartfren telkomsel indosat xl indihome myrepublic chindo david 500 perjanjiangaib nisfu ban rsud,-0.1566,Negative
2023-03-07T08:41:53+00:00,"idextratime Okey imma tidur siang. Damn, belom rostink emyu.",Kesehatan,idextratime okey imma tidur siang damn rostink emyu,0,Neutral
2023-03-07T09:17:21+00:00,"Mazna_Cellular Gini, Kak. Jika kakak isi ulang pulsa dengan penambahan masa aktif 30 Hari, pada tanggal 7 Maret 2023 dan masa aktif kakak sebelumnya adalah hingga 10 Maret 2023. Maka penambahan masa aktif adalah 27 hari ya kak, karena selisih 3 harinya tidak diakumulasikan ya. Thanks :) -Bara",Entertaiment,mazna cellular kak kakak isi ulang pulsa tambah aktif 30 tanggal 7 maret 2023 10 27 ya selisih 3 hari akumulasi thanks bara,-0.013,Negative
2023-03-07T09:17:54+00:00,"MoisMoismoistar @kochengfs @Telkomsel Buat kalian yang mau tau cara tambah followers, like, dan views disemua sosial media dengan harga murah/reseller pastinya bisa mampir ke thread ini yaaa

https://t.co/2zfPIYpLlm

Untuk pendaftaran dan lain lain gratiss tanpa ada biaya apapun yaaðŸ™Œ",Entertaiment,moismoismoistar tau followers like views semua sosial media harga murah reseller pasti mampir thread ya daftar gratis biaya apa,0.0096,Positive
2023-03-07T09:18:00+00:00,"Suka banget ðŸ˜­
#WithoutUbyYUJU https://t.co/88xOyNvt2H",Entertaiment,suka banget withoutubyyuju,0.4684,Positive
2023-03-07T09:18:04+00:00,"sayareza05 @kochengfs @Telkomsel Buat kalian yang mau tau cara tambah followers, like, dan views disemua sosial media dengan harga murah/reseller pastinya bisa mampir ke thread ini yaaa

https://t.co/2zfPIYpLlm

Untuk pendaftaran dan lain lain gratiss tanpa ada biaya apapun yaaðŸ™Œ",Entertaiment,sayareza05 tau followers like views semua sosial media harga murah reseller pasti mampir thread ya daftar gratis biaya apa,0.0096,Positive
2023-03-07T09:18:19+00:00,"Emang bener ya, kerja di bidang pengelolaan keuangan tu lahan basah banget wkwk",Ekonomi,ya kerja bidang kelola uang lahan basah banget wkwk,0.875,Positive
2023-03-07T09:24:37+00:00,"detikcom taai ri arii, harga diri lo sebates nominal duit ternyata. wkwkwk buang2 tenanga dan waktu nitizen aje. orang2 kyk begini mah gausah dibantu lain kali.",Tekno,detikcom taai ri ari harga lo sebates nominal duit wkwkwk buang2 tenanga nitizen orang kayak mah bantu kali,0.0436,Positive
2023-03-07T09:34:04+00:00,"Implementasikan Teknologi Terkini, Telkomsel Kolab Bareng Microsoft Integrasikan Kecerdasan Buatan https://t.co/0cFLPJkCET",Entertaiment,implementasi teknologi kini telkomsel kolab bareng microsoft integrasi cerdas buat,0.0575,Positive
2023-03-07T10:06:18+00:00,"Telkomsel 082264851275, lagi di lokasi kampus ITS surabaya, dri tadi siang muter"" sinyal nya~~",Entertaiment,telkomsel 082264851275 lokasi kampus its surabaya siang muter sinyal nya,0,Neutral
2023-03-07T10:21:01+00:00,"Wabup Natuna Minta Perbaikan Sinyal usai Longsor, Telkomsel Buka Suara https://t.co/WymmICZ3PH",Politik,wabup natuna baik sinyal longsor telkomsel buka suara,0.1095,Positive
2023-03-07T10:21:35+00:00,sosmedkeras wulan?setau gw nama wulan baik2x deh coba tanya tante veronika @Telkomsel,Entertaiment,sosmedkeras wulan tau gue nama baik2x deh coba tante veronika,-0.3318,Negative
2023-03-07T10:22:06+00:00,"PT Dayamitra Telekomunikasi Tbk. (MTEL) atau Mitratel mencatatkan pertumbuhan laba 29,25 persen berkat aksi akuisisi 6.000 menara Telkomsel. https://t.co/GqjwcWlRby",Ekonomi,pt dayamitra telekomunikasi tbk mtel mitratel catat tumbuh laba 29 25 persen berkat aksi akuisisi 6 000 menara telkomsel,0.9186,Positive
2023-03-07T10:56:58+00:00,ga sebagus telkomsel but its okayy lah,Entertaiment,bagus telkomsel but its okayy,-0.2088,Negative
2023-03-07T10:58:17+00:00,"OPEN CONVERT

TSEL : 0,84
XL /AXIS : 0,80

ðŸ·cv, tsel, axis, xl, pulsa, bank, ewallet, gopay, spay, shopeepay, dana, ovo, linkaja, #zonauang #PercumaLaporPolisi Kemenkeu, Puas, Tanggal 7, 500 M, Nisfu Sya'ban, 500 M, BPJS

Testimoni bisa liat disini yaa ka
https://t.co/50KqHObAbQ https://t.co/IWYDXtZt2I",Ekonomi,open convert tsel 0 84 xl axis 80 cv pulsa bank ewallet gopay spay shopeepay dana ovo linkaja zonauang percumalaporpolisi kemenkeu puas tanggal 7 500 nisfu ban bpjs testimoni lihat ya kak,0.0425,Positive
2023-03-07T11:11:49+00:00,#Terpopuler Telkomsel Jaga Bumi bertujuan melindungi ekosistem hutan mangrove di Tahura Ngurah Rai secara berkelanjutan melalui teknologi Internet-of-Things (IoT). https://t.co/YJZ3Ax6cSj,Tekno,populer telkomsel jaga bumi tuju lindung ekosistem hutan mangrove tahura ngurah rai lanjut teknologi internet of things iot,0.0282,Positive
2023-03-07T11:12:02+00:00,"Mirip ChatGPT, Telkomsel pakai teknologi Azure Artificial Intelligence - https://t.co/F7BAHKBAwP https://t.co/mcj04KIkOH",Ekonomi,chatgpt telkomsel pakai teknologi azure artificial intelligence,0,Neutral
2023-03-07T11:17:34+00:00,"Ada empat cara beli perpanjangan masa aktif kartu Telkomsel, beberapa di antaranya adalah lewat panggilan kode UMB dan aplikasi MyTelkomsel https://t.co/HfCa44KK15",Tekno,beli panjang aktif kartu telkomsel panggil kode umb aplikasi mytelkomsel,-0.1236,Negative
2023-03-07T12:01:15+00:00,Telkomsel dan ZTE Corporation kembali bersinergi setelah berhasil menghadirkan teknologi 5G Underground Smart Mining pertama di Asia Tenggara. Sinergi kali ini difokuskan untuk mengembangkan portofolio solusi inovatif dengan pemanfaatan teknologi Cloud PC. https://t.co/DykVf6ZOew,Tekno,telkomsel zte corporation sinergi hasil hadir teknologi 5g underground smart mining asia tenggara sinergi kali fokus kembang portofolio solusi inovatif manfaat cloud pc,0.1928,Positive
2023-03-07T12:01:16+00:00,Semoga kerja sama strategis ini dapat membuka lebih banyak peluang kolaborasi bagi para pelanggan korporat dan mempercepat pencapaian Industri 4.0 di Indonesia.,Ekonomi,moga kerja strategis buka peluang kolaborasi langgan korporat cepat capai industri 4 0 indonesia,0.025,Positive
2023-03-07T12:43:21+00:00,"danildewangga @Telkomsel ga taulah ga ngurusin gue, gue ada temen di medsos namanya Bara dia ribet sidang skripsi, Bara nya udah sidang skrg kerja di telkomsel balesin netijen",Entertaiment,danildewangga tau urus gue teman medsos nama bara ribet sidang skripsi nya kerja telkomsel balas netijen,-0.1348,Negative
2023-03-07T12:56:24+00:00,Telkomsel berkolaborasi dengan Microsoft untuk menentukan proses end-to-end dalam meningkatkan dan mengembangkan platform marketing. https://t.co/KWx98kIVOP,Ekonomi,telkomsel kolaborasi microsoft tentu proses end tingkat kembang platform marketing,0.1782,Positive
2023-03-07T14:00:47+00:00,"Telkomsel Rumah ngontrak, kerja kontrak, e... nomer hape dibikin kontrakan juga??? ðŸ¤§
Duuuh kasian amat jadi rakyat!?? ðŸ˜Œ
.
@erickthohir",HukumDanKriminal,telkomsel rumah ngontrak kerja kontrak e nomer hape bikin kontra duuuh kasihan rakyat,0.3062,Positive
2023-03-07T14:08:17+00:00,"Kayanya aing udahan aja pake telkomsel fokus ke indosat lg aja, lagian di jkt mah indosat bagus, dulu beli telkomsel karna mw kerja di wonogiri aja selain telkomsel busuk semua",Entertaiment,kaya aing udahan pakai telkomsel fokus indosat jakarta mah bagus beli kerja wonogiri busuk,-0.0386,Negative
2023-03-07T16:32:19+00:00,"caicaich Untuk paket yang bersifat promo memang tidak selalu ditawarkan, pastikan ikuti terus sosial media Telkomsel agar mendapatkan informasi terupdate mengenai promo Telkomsel, Kakak juga bisa infoin nomornya ke DM jika ingin kami bantu rekomendasikan pilihan paketnya ya. Tks :) -Kiano",Entertaiment,caicaich paket sifat promo tawar pasti ikut sosial media telkomsel informasi terupdate kakak infoin nomor dm bantu rekomendasi pilih paket ya tks kiano,0.018,Positive
2023-03-07T18:46:56+00:00,"RGOCASINO BISA DEPOSIT VIA PULSA !!

ðŸ“ŒMinimal Deposit via pulsa tetap Rp 10.000
ðŸ“ŒDeposit Pulsa tersedia via TELKOMSEL dan XL
ðŸ“ŒDeposit pulsa dengan rate terkecil yaitu 12%

Skuyy lah.. tunggu apalagi? Buruan Depo sekarang !!
#rgocasino #viapulsa #Chindo https://t.co/mp36GUXZcK",Tekno,rgocasino deposit via pulsa minimal rp 10 000 sedia telkomsel xl rate kecil 12 skuyy tunggu buru depo viapulsa chindo,-0.2454,Negative
2023-03-07T23:30:55+00:00,"OPEN CONVERT

TSEL : 0,84
XL /AXIS : 0,80

ðŸ·cv, tsel, axis, xl, pulsa, bank, ewallet, gopay, spay, shopeepay, dana, ovo, linkaja, #zonauang WHERE IS INDONESIA, BPJS, Palsu, Luhut, Sikat, Opung, Tidur, Percaya, Subuh, Inf

Testimoni bisa liat disini yaa ka
https://t.co/50KqHObAbQ https://t.co/HTlQsQ8zW9",Ekonomi,open convert tsel 0 84 xl axis 80 cv pulsa bank ewallet gopay spay shopeepay dana ovo linkaja zonauang where is indonesia bpjs palsu luhut sikat opung tidur percaya subuh inf testimoni lihat ya kak,0.0613,Positive
2023-03-08T01:00:49+00:00,"w35ly Met pagiii. Buat eSIM di Indonesia saat ini masih dalam tahap pengembangan nih, Kak. Tapi tenang aja karena Telkomsel selalu terbuka dan berkomitmen atas inovasi teknologi telekomunikasi di dunia, termasuk teknologi eSIM. Tungguin aja yaa :) -Joan",Entertaiment,w35ly selamat pagiii esim indonesia tahap kembang nih kak tenang telkomsel buka komitmen inovasi teknologi telekomunikasi dunia tungguin ya joan,0.148,Positive
2023-03-08T01:27:04+00:00,"Gak hanya itu, sejak 2021 lalu PTFi juga mengadopsi teknologi 5G mining di area pertambangan Grasberg melalui kolaborasi dengan Telkomsel.",Ekonomi,2021 ptfi adopsi teknologi 5g mining area tambang grasberg kolaborasi telkomsel,0,Neutral
2023-03-08T01:54:00+00:00,"Playlist buat berangkat kerja besok ðŸ˜. Pakai telkomsel Orbit di mobil, lebih irit #indihome #AktifitasTanpaBatas https://t.co/cTcsIJKvHh",Otomotif,playlist berangkat kerja besok pakai telkomsel orbit mobil irit indihome aktifitastanpabatas,-0.1419,Negative
2023-03-08T02:33:12+00:00,"Telkomsel ini katanya atasanku udh bisa dipake d rumahnya. Tapi pas sampai d kantor kok gak bisa yah? Mohon pencerahannya, diriku mau kerja ðŸ¥² https://t.co/DXkSd8u6g2",Entertaiment,telkomsel atas pakai rumah pas kantor ya mohon cerah diri kerja,0.0888,Positive
2023-03-08T03:09:27+00:00,"micecollide @Telkomsel laporan untuk ditindaklanjuti.

Mohon untuk selalu waspada serta berhati-hati terkait edaran hoax ""Surat Resmi Kenaikan Tarif Transaksi BCA"" yang disebarkan oleh oknum-oknum penipu yang tidak bertanggung jawab melalui media sosial. BCA tidak pernah meminta (3/5) ^Amos",Entertaiment,micecollide lapor ditindaklanjuti mohon waspada hati hati kait edar hoax surat resmi naik tarif transaksi baca sebar oknum tipu tanggung media sosial 3 5 amos,0.0156,Positive
2023-03-08T03:16:13+00:00,"Kembangkan Layanan 5G, Telkomsel Jalin Kerja Sama dengan ZTEÂ Corporation https://t.co/0JdYPqXL84",Ekonomi,kembang layan 5g telkomsel jalin kerja zte corporation,0.4162,Positive
2023-03-08T03:40:43+00:00,"Telkomsel nomor ID #1-GUIHUTH mengenai Pembelian Pulsa, ini kapan komplain saya mau diselesaikan? Janji 4 hari kerja tp sudah lewat 4 hari kerja CS nya dihubungi malah bilang mau konfirmasi, 4 hari tuh pada ngapain aja?",Entertaiment,telkomsel nomor id 1 guihuth beli pulsa komplain selesai janji 4 kerja cs nya hubung bilang konfirmasi tuh kapai,-0.0259,Negative
2023-03-08T03:41:27+00:00,"Telkomsel @Telkomsel nomor ID #1-GUIHUTH mengenai Pembelian Pulsa, ini kapan komplain saya mau diselesaikan? Janji 4 hari kerja tp sudah lewat 4 hari kerja CS nya dihubungi malah bilang mau konfirmasi, 4 hari tuh pada ngapain aja?",Ekonomi,telkomsel nomor id 1 guihuth beli pulsa komplain selesai janji 4 kerja cs nya hubung bilang konfirmasi tuh kapai,-0.0259,Negative
2023-03-08T04:21:46+00:00,Paket sosial media tuh apasih setau gua paket internet telkomsel  jangan sampe beneran gua dm rachel vennya ama rans,Tekno,paket sosial media tuh apasih tau gua internet telkomsel benar dm rachel vennya rans,-0.0357,Negative
2023-03-08T04:27:03+00:00,"Manfaatkan AI, Telkomsel Lanjutkan Kerja Sama dengan Microsoft https://t.co/hE89Tdg6wi",Tekno,manfaat ai telkomsel lanjut kerja microsoft,0.128,Positive
2023-03-08T04:51:35+00:00,"https://t.co/LAojNyFKoj
@erickthohir @KemenBUMN @jokowi @Telkomsel @erickthohir 
Telkomsel di kecamatan kami ? 
Listrik PLN di kecamatan kami puluhan tahun sudah hidup hanya malam hari, siang tidak ada listrik @pln_123",Ekonomi,telkomsel camat listrik pln puluh hidup malam siang 123,-0.3318,Negative
2023-03-08T05:16:14+00:00,"tanyarlfes Pakai provider ini dari 2004, mau ganti sayang nomornya.
Akhirnya dual sim pakai by.u, karena di tempat kerja saya cuma ada sinyal telkomsel.
Paketan lebih bersahabat dan masa aktifnya abadi.",Lifestyle,tanyarlfes pakai provider 2004 ganti sayang nomor dual sim by lu kerja sinyal telkomsel paket sahabat aktif abadi,0.0265,Positive
2023-03-08T06:07:30+00:00,"bibiltecil Jangan khawatir ya, Kak Puan. Masih banyak kok paket menarik lainnya yang bisa Kakak cek di *363# atau aplikasi MyTelkomsel. Atau Kakak juga bisa infoin nomor HPnya via DM biar dibantu cek penawaran menarik apa aja yang ada dinomor Kakak. Makasih :) -Sakia",Entertaiment,bibiltecil khawatir ya kak puan paket tarik kakak cek 363 aplikasi mytelkomsel infoin nomor hpnya via dm biar bantu tawar nomor terima kasih sakia,-0.0083,Negative
2023-03-08T06:20:31+00:00,Gue doain berkah semua lu yang kerja di telkomsel,Lifestyle,gue doain berkah lu kerja telkomsel,0.9001,Positive
2023-03-08T06:40:07+00:00,Fwb ada yg nomernya telkomsel dan mau otp an? Mau ngabisin gratisan nih mumpung gabut siang-siang huhu,Lifestyle,fwb nomernya telkomsel otp an ngabisin gratis nih mumpung gabut siang huhu,-0.0599,Negative
2023-03-08T06:57:17+00:00,KemenkeuRI Kurs berapa ya buat beli harga paketnya @Telkomsel ? https://t.co/pKGiasOrHB,Ekonomi,kemenkeuri kurs ya beli harga paket,0.346,Positive
2023-03-08T08:45:58+00:00,"Cari mifi yg turun harga? Gass siniðŸ˜ƒ

âœ… WA 0882-1145-6443
.
.
.
#cirebon #indramayu #jatibarang #kuningan #majalengka #sumedang #subang #nomorcantik #esim #smartfren #telkomsel #indosat #XL #indihome #MyRepublic 300 T Ranca Upas Yakult #PersibDay Iqbaal Bea Cukai Chindo 500 M https://t.co/UfAT4hgwnl",Ekonomi,cari mifi turun harga gass wa 0882 1145 6443 cirebon indramayu jatibarang kuningan majalengka sumedang subang nomorcantik esim smartfren telkomsel indosat xl indihome myrepublic 300 t ranca upas yakult persibday iqbaal bea cukai chindo 500,-0.1566,Negative
2023-03-08T09:11:40+00:00,"Mantap banget yah!
Untuk kepuasan pelanggan, Telkomsel boyong Teknologi AI Microsoft Azure.
@Telkomsel @KemenBUMN @erickthohir
#DigitalBisa #UntukIndonesiaLebihBaik https://t.co/KYqqHtplNu",Tekno,mantap banget ya puas langgan telkomsel boyong teknologi ai microsoft azure digitalbisa untukindonesialebihbaik,0.9682,Positive
2023-03-08T09:11:51+00:00,"Semoga aja menjadi yg terbaik!
Untuk kepuasan pelanggan, Telkomsel boyong Teknologi AI Microsoft Azure.
@Telkomsel @KemenBUMN @erickthohir
#DigitalBisa #UntukIndonesiaLebihBaik https://t.co/lMbaKSxUQK",Tekno,moga baik puas langgan telkomsel boyong teknologi ai microsoft azure digitalbisa untukindonesialebihbaik,0.6686,Positive
2023-03-08T09:13:54+00:00,"Lowongan Kerja - Info Lowongan Kerja ...
.
Telkomsel saat ini sedang membuka lowongan kerja bagi ... - https://t.co/16bDTEWNwQ https://t.co/Nmm33cgWLx",Pendidikan,lowong kerja info telkomsel buka,-0.0496,Negative
2023-03-08T09:14:12+00:00,"Nih, info sangat bermanfaat sekali!
Untuk kepuasan pelanggan, Telkomsel boyong Teknologi AI Microsoft Azure.
@Telkomsel @KemenBUMN @erickthohir
#DigitalBisa #UntukIndonesiaLebihBaik https://t.co/yQYdwmnjgC",Tekno,nih info manfaat puas langgan telkomsel boyong teknologi ai microsoft azure digitalbisa untukindonesialebihbaik,0.3201,Positive
2023-03-08T09:14:26+00:00,"Jangan sampai kelewatan loh.
Untuk kepuasan pelanggan, Telkomsel boyong Teknologi AI Microsoft Azure.
@Telkomsel @KemenBUMN @erickthohir
#DigitalBisa #UntukIndonesiaLebihBaik https://t.co/p75Qb76VCA",Tekno,lewat loh puas langgan telkomsel boyong teknologi ai microsoft azure digitalbisa untukindonesialebihbaik,0.0844,Positive
2023-03-08T09:15:59+00:00,"berusaha yang terbaik.
Untuk kepuasan pelanggan, Telkomsel boyong Teknologi AI Microsoft Azure.
@Telkomsel @KemenBUMN @erickthohir
#DigitalBisa #UntukIndonesiaLebihBaik https://t.co/ZNCeOYFUGn",Tekno,usaha baik puas langgan telkomsel boyong teknologi ai microsoft azure digitalbisa untukindonesialebihbaik,0.128,Positive
2023-03-08T09:43:53+00:00,"Telkomsel boyong teknologi ai microsoft demi kepuasan pelanggan

#DigitalBisa #UntukIndonesiaLebihBaik

@Telkomsel @KemenBUMN @erickthohir https://t.co/4K7SXoytdo",Tekno,telkomsel boyong teknologi ai microsoft puas langgan digitalbisa untukindonesialebihbaik,0.7906,Positive
2023-03-08T09:53:26+00:00,Ini gmn dari pagi ke ganggu kerja gara2 jaringannya jelek bgt pdhl full LTE @Telkomsel,Lifestyle,pagi ganggu kerja gara-gara jaring jelek banget full lte,-0.1,Negative
