id,conversation_id,date,timezone,place,tweet,language,hashtags,cashtags,user_id,username,name,day,hour,nlikes,nreplies,nretweets,search,Category,Text,polarity,polarity_inset,Sentiment
1582314471888150529,1581973831056388097,2022-10-18 17:15:42,+0700,,"@princessoreo_ @ayliskin @noeraofficial Bs jadi sepatumu yg sering dipake ada yg sempit depannya bagian situ doang jd kulitnya sering gesekan. Klo mau coba konsul halodoc, aku pernah kek gini diresepin salep gt yg bisa lembutin kulit tebel.",in,[],[],49243808,nanadia___,Princess Consuela Banana Hammock,2,17,0,1,0,halodoc,Halodoc,sepatu pakai sempit depan situ doang kulit gesek coba konsultasi halodoc kayak diresepin salep lembutin kulit tebal,-0.4588,-0.019199999999999995,Negative
1582310505850753026,1582242911348871169,2022-10-18 16:59:57,+0700,,"@nctzenbase Nder kalo konsul online kamu bisa nyoba ke alodokter / halodoc. Tapi ke psikolog dulu ya nder, rutin beberapa sesi sampe kakaknya ngarahin pindah ke psikiater 🙏 soalnya yg psikiater biasanya kalo ke penyakitnya sama obatnya",in,[],[],2229424837,ccmlyneu,cemiLYn cemilan,2,16,1,0,0,halodoc,Halodoc,nder konsultasi online coba alodokter halodoc psikolog ya rutin sesi kakak ngarahin pindah psikiater sakit obat,-0.7184,-0.019199999999999995,Negative
1582307943747563521,1582015059647078400,2022-10-18 16:49:46,+0700,,"@collegemenfess kalo emg di daerah kalian gak nemu, bisa coba di apk halodoc, alodokter atau riliv. emg gak gratis, tapi gak mahal kok bahkan di halodoc ada yg start from 30k. semangat yaa semua, gapapa sesekali cerita aja jgn dipendem terus-terusan.",in,[],[],1477257031278940161,frappuccie,j e s s y,2,16,0,0,0,halodoc,Halodoc,daerah nemu coba apk halodoc alodokter riliv gratis mahal start from 30k semangat ya gapapa cerita dipendem terus,0.25,0.07489999999999997,Positive
1582301019991855105,1582287870202564608,2022-10-18 16:22:15,+0700,,"@yourpetsfess kucingku yg uda diadopt, duluabis steril dan operasi ulang, diare krn nggak cocok rc recovery, sama drh di halodoc saranin ganti pakan pakai rc gastro, tpi dia cenderung gak cocok wf rc, jadinya pakai yg df. terus diresepin obat diare bayi. dan sembuh",in,[],[],2925223328,vanillarinapr,𝓡𝓲𝓷,2,16,0,0,0,halodoc,Halodoc,kucing diadopt duluabis steril operasi ulang diare cocok rc recovery drh halodoc saran ganti pakan pakai gastro cenderung wf df diresepin obat bayi sembuh,0.6124,-0.019600000000000062,Positive
1582298786726293506,1582250728760160258,2022-10-18 16:13:23,+0700,,"@ChusnulCh__ Jaki ? Gue vaksin pake halodoc datang di lokasi mrk jemput bola / dibantu isi form n diproses bantu antrian lgsg suntik n plg Yg Pake Jaki, mesti antri jam2an 😢",in,[],[],1349689818,hoLLpath,hoLLå 🍷😎,2,16,4,0,0,halodoc,Halodoc,jaki gue vaksin pakai halodoc lokasi jemput bola bantu isi form n proses bantu antri langsung suntik pulang mesti antri jam2an,0.0,-0.020199999999999996,Neutral
1582296216876249089,1582295028554031106,2022-10-18 16:03:10,+0700,,@munfess Halodoc,tl,[],[],1186166893,jelli_jilli,jeni,2,16,0,0,0,halodoc,Halodoc,halodoc,0.0,0.0,Neutral
1582295664595447808,1582295028554031106,2022-10-18 16:00:58,+0700,,"@munfess Pakai HaloDoc aja nder, atau pakai fitur GoMed-nya GoJek (walaupun ini terhubung sama HaloDoc juga)",in,[],[],1574792630818738176,caIaversa,Hisa.,2,16,0,0,0,halodoc,Halodoc,pakai halodoc nder fitur gomed nya gojek hubung,0.0,-0.36240000000000006,Neutral
1582295647738531840,1582295028554031106,2022-10-18 16:00:54,+0700,,@munfess halodoc coba nder,in,[],[],1554113017880915968,dunialio,lio stress era,2,16,0,0,0,halodoc,Halodoc,halodoc coba nder,0.0,0.20879999999999999,Neutral
1582295501873229824,1582295028554031106,2022-10-18 16:00:19,+0700,,@munfess pake halodoc nder 👍🏻,tl,[],[],1289523640661233664,cathaechi,mica,2,16,0,0,0,halodoc,Halodoc,pakai halodoc nder,0.0,0.0,Neutral
1582295458994528256,1582242911348871169,2022-10-18 16:00:09,+0700,,"@nctzenbase Hai senderr. Kamu hebattt. Kamu hebat banget bisa sampe kesini. Sender kalo butuh temen cerita, you can knock my dm. I'll listen you. Kalo boleh kasih saran, sebelum ke psikiater, lebih baik ke psikolog dulu ya nder. Kalo gak salah halodoc ada gak sih fiturnya?",in,[],[],258193871,wonbubu_,Han,2,16,0,1,0,halodoc,Halodoc,hai senderr hebattt hebat banget kesini sender butuh teman cerita you can knock my dm i ll listen kasih saran psikiater psikolog ya nder salah halodoc sih fiturnya,-0.25,-0.011199999999999988,Negative
1582295429814702080,1582295028554031106,2022-10-18 16:00:02,+0700,,"@munfess Pake Halodoc, sender.",de,[],[],1255856400711905282,starrieselene,Selle.,2,16,0,0,0,halodoc,Halodoc,pakai halodoc sender,0.0,0.0,Neutral
1582295401285050369,1582295028554031106,2022-10-18 15:59:55,+0700,,"@munfess HaloDoc, Nder.",tl,[],[],2287552015,taehyuqg,𝐄𝐀𝐑𝐋 𝐀𝐑𝐓𝐇𝐔𝐑.,2,15,0,0,0,halodoc,Halodoc,halodoc nder,0.0,0.0,Neutral
1582288934046138373,1582288934046138373,2022-10-18 15:34:14,+0700,,Boleh jg nih beli obat obatan lewat Halodoc  https://t.co/qgLBuYeylk,in,[],[],455500860,ananrhsnh,ANNA,2,15,0,0,0,halodoc,Halodoc,nih beli obat obat halodoc,0.0,-0.4598,Neutral
1582281151728582656,1582281151728582656,2022-10-18 15:03:18,+0700,,"INI BREAKFAST CANTIK DI TENTREM GA SI,  dessertnya makan eskrim tolak angin sambil ada yg lg nungguin paket dari halodoc hehe @marshmellowng @icecelin_",in,[],[],1421754969045176321,9alaxydust,✨,2,15,0,1,0,halodoc,Halodoc,breakfast cantik tentrem sih dessertnya makan eskrim tolak angin tunggu paket halodoc hehe,0.8402,-0.04310000000000003,Positive
1582281140877946881,1582281140877946881,2022-10-18 15:03:16,+0700,,"Sender sini crita sama aku, ketuk dmku kapan aja. Km ga sendiri, better cari pertolongan dari ahlinya jgn simpen sndiri dan berharap sembuh. Ada bpjs atau lewat halodoc. Bicara baik2 dgn org tua km ttg kondisi km, klo sulit bcara dlu ke org terdkat atau yg bkin km nyaman",in,[],[],81989758,hujanrainamebi,Jemmy|☆❤FOREVER 1❤☆,2,15,1,0,0,halodoc,Halodoc,sender crita ketuk dmku better cari tolong ahli simpan harap sembuh bpjs halodoc bicara baik orang tua kondisi sulit bcara terdkat bikin nyaman,0.6124,0.0049000000000000155,Positive
1582275513032531968,1582274755503149058,2022-10-18 14:40:54,+0700,,"@convomf coba konsul online dulu nder, di halodoc",in,[],[],1440322082852663297,cokistrid,ti.,2,14,0,0,0,halodoc,Halodoc,coba konsultasi online nder halodoc,0.0,0.5406,Neutral
1582273456686497792,1582242911348871169,2022-10-18 14:32:43,+0700,,"@nctzenbase hai sender ! sblmnya aku mau bilang kalo kamu keren sampai ada di titik ini psti ga mudah buat kamu sampai ada dititik ini 🥺 aku pernah ngalamin apa yg sender alamin untuk obat itu gabisa dibeli tanpa resep , aku gda saran buat rekom offline tp km bsa pake halodoc !! 🥺💗",in,[],[],1537468219573018624,seOocarts,๑ cici 🍰 ៸៸ rbuy.,2,14,1,0,0,halodoc,Halodoc,hai sender bilang keren titik mudah titik ngalamin alamin obat beli resep saran rekom offline pakai halodoc,0.875,-0.008099999999999996,Positive
1582268897944010752,1582268897944010752,2022-10-18 14:14:37,+0700,,kok iya g kepikiran konsul lewat halodoc aja yaa,in,[],[],602644835,irinemiyuu,mi 유,2,14,0,0,0,halodoc,Halodoc,iya pikir konsultasi halodoc ya,0.0,0.4413,Neutral
1582268661397848064,1582013615049420800,2022-10-18 14:13:40,+0700,,@njaemdep @letsguesswhome @convomfs Bisa konsultasi online di halodoc 35-50rb kak.,in,[],[],1269151553782345729,gulfiekanacute,sleepyhead,2,14,1,0,0,halodoc,Halodoc,konsultasi online halodoc 35 50rb kak,0.0,0.6124,Neutral
1582267093160177664,1582267093160177664,2022-10-18 14:07:26,+0700,,"Gue saking stressnya sampe download halodoc buat konsul. Ya Allah gatau mau ngadu kesiapa lagi pusing, emang udah saatnya ngadu sama dokter",in,[],[],1518436306065387520,idIestone,Ai,2,14,0,0,0,halodoc,Halodoc,gue saking stressnya download halodoc konsultasi ya allah tau adu siapa pusing dokter,-0.6124,0.0,Negative
1582255569649344513,1582242911348871169,2022-10-18 13:21:39,+0700,,"@nctzenbase hii nderrr.. mau bilang kamu hebat nder udah bisa bertahan sampai sekarang. yukk nder kamu pasti bisa lewatin hari hari yang berat itu.. yakin sih kamu pasti kuat nder.. kalau butuh konsultasi, kamu bisa coba lewat aplikasi halodoc💚peluk jauh buat sender💚",in,[],[],1468219992936120327,bunnyjje,lala | GA 📌,2,13,1,0,0,halodoc,Halodoc,hii nderrr bilang hebat nder tahan yuk lewatin berat sih kuat butuh konsultasi coba aplikasi halodoc peluk sender,0.9001,-0.009400000000000075,Positive
1582254929984430080,1582254063923535873,2022-10-18 13:19:06,+0700,,Kalo kakak mau coba dulu mungkin bisa di halodoc lebih murah untuk psikolog 1 pertemuannya.,in,[],[],1565101704483180544,0518AML,❛,2,13,1,0,0,halodoc,Halodoc,kakak coba halodoc murah psikolog 1 temu,0.4588,0.26259999999999994,Positive
1582254925538394112,1582254063923535873,2022-10-18 13:19:05,+0700,,Oh iya untuk psikolog online kakak bisa ke halodoc ataupun  https://t.co/97ILI6lTe1,in,[],[],1565101704483180544,0518AML,❛,2,13,1,1,1,halodoc,Halodoc,oh iya psikolog online kakak halodoc,-0.25,0.0,Negative
1582253126458875904,1582242911348871169,2022-10-18 13:11:56,+0700,,"@nctzenbase Nderr, semangat ya. Nyari psikiater ama psikolog yg cocok tuh emang susahnya minta ampun. Coba di halodoc dulu, atau klo kamu berkenan luangin waktu coba kelilingin psikiater/ psikolog dom sekitar kamu buat nyari yg klop sama kamu. Klo udah sekompleks itu klo online susahh",in,[],[],1477495370343084033,nzoura_,llámame Ra.,2,13,1,1,0,halodoc,Halodoc,nderr semangat ya cari psikiater psikolog cocok tuh susah ampun coba halodoc kenan luangin kelilingin dom klop kompleks online susahh,0.4588,0.0,Positive
1582251571878178816,1582251571878178816,2022-10-18 13:05:46,+0700,,"Blibli Cuan Ratusan Miliar, Halodoc Sudah Unicorn?  https://t.co/yAqu0Vrgew",in,[],[],847372542830444544,cnbcindonesia,CNBC Indonesia,2,13,0,0,0,halodoc,Halodoc,blibli cuan ratus miliar halodoc unicorn,0.0,0.0,Neutral
1582250996125732864,1582250996125732864,2022-10-18 13:03:28,+0700,,"yg perna konsul di halodoc, cb dong info psikolog yg enakk siapaa",in,[],[],1183012120545259521,nylsbhni,Overthinker;🦋—,2,13,0,2,0,halodoc,Halodoc,konsultasi halodoc coba info psikolog enakk,0.0,0.07219999999999993,Neutral
1582249700144467970,1582242911348871169,2022-10-18 12:58:19,+0700,,"@nctzenbase Konsul online: IG @/ibunda.id /klee.id /riliv App Halodoc mulai dari 45rb. Ini semua psikolog, nanti bisa dirujuk ke psikiater. Sender semangat yaa. Ada obatnya &amp; trust me it can and will get better… perjuanganmu patut diapresiasi! Terimakasih sudah bertahan sampai sekarang ❤️",in,[],[],793785512,lmkgeolli,딘 💫,2,12,9,0,0,halodoc,Halodoc,konsultasi online ig ibunda id klee riliv app halodoc 45rb psikolog rujuk psikiater sender semangat ya obat amp trust me can and will get better juang patut apresiasi terimakasih tahan,0.9001,0.008099999999999996,Positive
1582249624815161345,1582242911348871169,2022-10-18 12:58:01,+0700,,"@nctzenbase nder aku pernah kaya kamuuu, saranku ke psikolog coba aja kamu pake apk halodoc aku dulu juga konsul lewat situ nah kalo emang udah dapet rekomendasi buat ke psikiater baru kamu bisa kesana, pake bpjs nder soalnya biayanya juga bikin stress banget",in,[],[],1558115145225711621,jvnalendra,jopan,2,12,1,0,0,halodoc,Halodoc,nder kayak kamuuu saran psikolog coba pakai apk halodoc konsultasi situ rekomendasi psikiater kesana bpjs biaya bikin stres banget,-0.7906,-0.04310000000000003,Negative
1582248319107026945,1582242911348871169,2022-10-18 12:52:50,+0700,,"@nctzenbase Ke psikater dan maaf sender obat gabisa di beli tanpa resep, karna kamu harus konsul dulu baru nnt di sesuain sama dosis + kebutuhan kamu. Dan sekiranya km blm bisa pergi ke rs bisa coba di halodoc sekali konsul 30 menit cuma 30k kok",in,[],[],1207988683011321857,tyongsgirl,ment after dm,2,12,1,1,0,halodoc,Halodoc,psikater maaf sender obat beli resep konsultasi sesuain dosis butuh pergi rs coba halodoc 30 menit 30k,0.0,-0.019199999999999995,Neutral
1582248202354692097,1582242911348871169,2022-10-18 12:52:22,+0700,,"@nctzenbase Nder, kemu hebat banget udah bertahan. Untuk konsur psikiater, bisa coba cek di halodoc ya. Kalo mau konsul ke psikolog, coba cek akun ini. Aku liatt klinik ini udah banyak punya spesialisasi. Semoga membantu yaa  https://t.co/cdsbZu3PL3",in,[],[],1257879919373107200,efiikim,Efi ⚡🐰,2,12,55,0,4,halodoc,Halodoc,nder kemu hebat banget tahan konsur psikiater coba cek halodoc ya konsultasi psikolog akun lihat klinik spesialisasi moga bantu,0.6124,0.040200000000000014,Positive
1582241934357147653,1582241934357147653,2022-10-18 12:27:28,+0700,,"Udah dari 2 tahun lalu di diagnosa depressi. Tapi udah jarang konseling karena di domku gak ada psikolog lagi, jadi paling ke halodoc 👍",in,[],[],1190975084195827714,gyagygy,Gigi bukan 🦷,2,12,0,0,0,halodoc,Halodoc,2 diagnosa depressi jarang konseling dom psikolog halodoc,-0.25,0.0,Negative
1582234890527203329,1582152619430412288,2022-10-18 11:59:29,+0700,,@avemory_ km halodoc,in,[],[],1093898498414538753,imnotcipogg,aldo,2,11,0,0,0,halodoc,Halodoc,halodoc,0.0,0.0,Neutral
1582233137366851584,1582168543294263296,2022-10-18 11:52:31,+0700,,"@hachi_29mitsu Bawaa kaa, atau klo masih ngerasa takut sendiri coba konsul online (alodok, halodoc dll)",in,[],[],1142796528991342594,rinntoki_,g sopan bintang 1,2,11,0,1,0,halodoc,Halodoc,29mitsu bawaa kak takut coba konsultasi online alodok halodoc dll,-0.6124,0.04959999999999998,Negative
1582232373227581441,1582232111876276224,2022-10-18 11:49:28,+0700,,@avkabane Onet di samping HaloDoc kinda took me out.,tl,[],[],1133690306,havocrite,ً,2,11,0,1,0,halodoc,Halodoc,onet samping halodoc kinda took me out,0.0,-0.7184,Neutral
1582231068987441152,1582231068987441152,2022-10-18 11:44:17,+0700,,"Kelamaan duduk gini tiba-tiba suka nyeri pinggang sebelah kiri, minggu kemarin pernah konsul online di halodoc dan minum obat yang diresepkan dokter itu. Dan sekarang masih tetap we gini. Keknya harus langsung pergi berobat ke rumah sakit deh😮‍💨🫤",in,[],[],1537412507081445376,pzixar,ًdip. 💚🍀,2,11,0,1,0,halodoc,Halodoc,duduk suka nyeri pinggang belah kiri minggu kemarin konsultasi online halodoc minum obat resep dokter we kayak langsung pergi obat rumah sakit deh,-0.4588,-0.021299999999999986,Negative
1582225662961586177,1582225662961586177,2022-10-18 11:22:49,+0700,,"Pernah 😂 dijadwalin luar gedung tp lg gak ada vaksin, akhirnya nongkrong di pantry masak indomi, trus buka halodoc stengah jam, lanjut ngobrol sama juru masak ampe jam 12 siang",in,[],[],140421969,aramuhukunda,소디🌹,2,11,0,0,0,halodoc,Halodoc,dijadwalin gedung vaksin nongkrong pantry masak indomi buka halodoc stengah jam obrol juru 12 siang,0.0,0.0,Neutral
1582225189605380096,1581626038047514624,2022-10-18 11:20:56,+0700,,"@_bbhyune @ohmybeautybank Kak konsul halodoc spkk aja , jgn asal ya. Ini eksim penebalan kulit.",in,[],[],295126685,botolkacahijau,so ju,2,11,0,1,0,halodoc,Halodoc,bbhyune kak konsultasi halodoc spkk ya eksim tebal kulit,0.0,0.875,Neutral
1582219112498925569,1582219108002672640,2022-10-18 10:56:47,+0700,,"Pas acaranya adit di lampung, jam 2 pagi dia nelpon katanya temennya sakit, dia cek pake halodoc pas gue tanya (sambil ngantuk YAIYLAH JAM 2 PAGI)  ""ini mba.. apa... mmm bronki... bronkisti..""  *gue bingung* ""bronkitis???""  ""Bukaaann""  APA DONG",in,[],[],768470874244587520,nauranindyaa,just call me indoy🐏,2,10,0,2,0,halodoc,Halodoc,pas acara adit lampung jam 2 pagi nelpon teman sakit cek pakai halodoc gue ngantuk yaiylah mbak mmm bronki bronkisti bingung bronkitis bukaaann,-0.875,-0.24539999999999995,Negative
1582202336323473408,1582202336323473408,2022-10-18 09:50:07,+0700,,Berobat langsung ke smec baru 1 hari keliatan berkurang kemerahannya. Berobat di halodoc sampai 3 hari ga sembuh2. Emang bandel kok dari awal knp ga langsung ke smec aja🥲,in,[],[],64319428,mirntrias,Devan’s mommy🦎,2,09,0,0,0,halodoc,Halodoc,obat langsung smec 1 kurang merah halodoc 3 sembuh2 bandel,-0.8402,-0.08879999999999999,Negative
1582197772828446720,1582193500728066049,2022-10-18 09:31:59,+0700,,"@yourpetsfess Tanya vet halodoc ajah, beliin collar biar ga digaruk2 mulu",in,[],[],1476795567728586754,dunkennnn,meongsedih rest buy tolong bgt,2,09,0,0,0,halodoc,Halodoc,vet halodoc belikan collar biar digaruk2 mulu,0.0,-0.17819999999999991,Neutral
1582196915974078465,1582196260450103297,2022-10-18 09:28:35,+0700,,@cinnamongirlc Via halodoc😍,in,[],[],1533033628669595648,HitlerMalang,Reltih,2,09,0,0,0,halodoc,Halodoc,via halodoc,0.0,0.0,Neutral
1582194230545756161,1582194230545756161,2022-10-18 09:17:54,+0700,,"Antara jompo dan mager ya, beli salonpas sama vitamin aja di Halodoc 🙄  https://t.co/eij3Woci8G",in,[],[],455500860,ananrhsnh,ANNA,2,09,0,0,0,halodoc,Halodoc,jompo mager ya beli salonpas vitamin halodoc,0.0,-0.09230000000000005,Neutral
1582179191323504640,1582176737647292416,2022-10-18 08:18:09,+0700,,@renskyyyyyu halodoc apa kek sendiri gtu? gue sempet ditawarin ada sih ama temen gue lupa namaaa tp budget gue lg minim bgt jdi gue halodoc aja dl sih SOALNYA JG CURHAT YG KEK B AJA TP EMG GA TAU MAU NGMG KE SIAPSNZJS,in,[],[],1307956592512364545,athcumu,lis,2,08,0,1,0,halodoc,Halodoc,halodoc kayak gue ditawarin sih teman lupa namaaa budget minim banget curhat b tau omong siapsnzjs,-0.6124,-0.26339999999999997,Negative
1582178803186798593,1582176737647292416,2022-10-18 08:16:36,+0700,,@renskyyyyyu gue ini nnti siang tp halodoc dl soalnya gue beneran lg mau ceritaa,in,[],[],1307956592512364545,athcumu,lis,2,08,0,1,0,halodoc,Halodoc,gue siang halodoc benar ceritaa,0.7184,-0.25960000000000005,Positive
1582176097026080768,1582175485290692609,2022-10-18 08:05:51,+0700,,@convomf di halodoc bisa nder katanya tp gatau gmn caranya,in,[],[],1095191731941761024,bae_yukhei,din 🙌🏻,2,08,0,0,0,halodoc,Halodoc,halodoc nder tau,0.0,-0.7184,Neutral
1582170366989869056,1582170366989869056,2022-10-18 07:43:05,+0700,,"Nggak Cuma Halodoc Cs,  https://t.co/5usrUZQ1nC Diam-diam Investasi ke GOTO  https://t.co/21BA3XdHg5",in,[],[],847372542830444544,cnbcindonesia,CNBC Indonesia,2,07,0,0,0,halodoc,Halodoc,halodoc cs diam investasi goto,-0.25,-0.36240000000000006,Negative
1582170288904470528,1582170288904470528,2022-10-18 07:42:46,+0700,,"Kemaren nyoba beli Rhinos via halodoc di Probolinggo, dikirimnya pake pengiriman reguler kurleb 3 hari kerja. Obatnya nyampe, flu-nya udah gone 😶",in,[],[],67466896,diiiitaa,dita 🐭,2,07,0,0,0,halodoc,Halodoc,kemarin coba beli rhinos via halodoc probolinggo kirim pakai kirim reguler kurleb 3 kerja obat flu nya gone,0.0,-0.019199999999999995,Neutral
1582156303946092547,1581920002617511943,2022-10-18 06:47:12,+0700,,"@herricahyadi @DKIJakarta @JSCLab Sebagus2nya halodoc, lebih bagus ketemu dokternya langsung.. karena ada banyak masalah yg ga bisa selesai cuma dgn laporan online..",in,[],[],59450032,meow_leader,Lucky Meow 🍀,2,06,2,0,0,halodoc,Halodoc,sebagus2nya halodoc bagus ketemu dokter langsung selesai lapor online,0.7184,0.032399999999999984,Positive
1582144907204235265,1582144907204235265,2022-10-18 06:01:55,+0700,,@bilabiiru dengan nabila spalanjani? Ada kiriman obat dari Halodoc nyasar ke rumah saya. Sepertinya obat batuk,in,[],[],63452976,dj_nun,En Siradj,2,06,0,0,0,halodoc,Halodoc,nabila spalanjani kirim obat halodoc nyasar rumah batuk,0.0,-0.15260000000000007,Neutral
1582104684294438915,1582036333828005889,2022-10-18 03:22:05,+0700,,"@itera_fess Kalo pake bpjs biasanya dri puskes dulu nder ke poli jiwa kalo gak salah, tapi gua kurang tau disini. Mending konsul lewat halodoc ajah, soalnya murah si sekitar 35rban gtuh. Yah emang kurang enak si karna melalui chat bukan vc, tapi ada yang vc 90rban.",in,[],[],1375834764100345860,mermaaiidd_,mermedcantek,2,03,0,0,0,halodoc,Halodoc,fess pakai bpjs puskes nder pol jiwa salah gua tau mending konsultasi halodoc murah sih 35rban ya enak chat vc 90rban,0.4588,-0.0042999999999999705,Positive
1582065810075717633,1582065155764269056,2022-10-18 00:47:37,+0700,,@tanyakanrl Coba ke aplikasi alodokter apa halodoc. Ada dokter hewan di sana. Drpd dapet info random dari sini.,in,[],[],324402027,aminkemin,Ngising Bledheg,2,00,2,0,0,halodoc,Halodoc,coba aplikasi alodokter halodoc dokter hewan info random,0.0,-0.4929,Neutral
1582062111676461056,1582062111676461056,2022-10-18 00:32:55,+0700,,"kalo kata aku mah aku perlu konsul ke psikolog tp harganya mahal dan Allah kasih jalan, tbtb ada yg lewat fyp kasi tau klo di halodoc bisa konsul via online tp masi afordable hehehe i’ll try dehhhh",in,[],[],1567348888335695873,redumbie_,Aurelie,2,00,0,0,0,halodoc,Halodoc,mah konsultasi psikolog harga mahal allah kasih jalan tbtb fyp tau halodoc via online afordable hehehe i ll try deh,-0.6124,0.17320000000000002,Negative
1582055625495699461,1582055625495699461,2022-10-18 00:07:08,+0700,,ngakak dikit chat dokter jam segini di halodoc krn kegigit lipan 😭👍🏻,in,[],[],1340980426303664128,urfsanctuary,cosplay petrik,2,00,0,0,0,halodoc,Halodoc,akak dikit chat dokter jam gin halodoc gigit lipan,0.0,-0.2277999999999999,Neutral
1582041226429468674,1582040614794776577,2022-10-17 23:09:55,+0700,,@convomfs prnh curhat ke halodoc? Worth it?,in,[],[],1582021728100048897,wnescent,nescent,1,23,0,0,0,halodoc,Halodoc,curhat halodoc worth,0.0,-0.15360000000000007,Neutral
1582039149137526785,1582035336636792832,2022-10-17 23:01:40,+0700,,@convomfs kalian prnh curhat sm halodoc gx? Worth it ga?,in,[],[],1582021728100048897,wnescent,nescent,1,23,0,0,0,halodoc,Halodoc,curhat halodoc worth,0.0,-0.15360000000000007,Neutral
1582038833331580929,1581710397748305920,2022-10-17 23:00:25,+0700,,"@baedonnaa @kyunscents @idkudd @kochengfs Mjb kak kucingku ada yg diare jg disini vet jauh jd ak konsul di halodoc dikasih resep obat cacing, lacto b guanistrep sama rc gastro. Udh 2 hari blm sembuh trus pup ny ada cacing nya gtu gapp ga ya kak khawatir bgt",in,[],[],1389588967528435718,butterflu_,bongie,1,23,0,1,0,halodoc,Halodoc,mjb kak kucing diare vet konsultasi halodoc kasih resep obat cacing lacto b guanistrep rc gastro 2 sembuh pup nya gapp ya khawatir banget,0.0,0.0026000000000000467,Neutral
1582038400336793603,1582038182207844354,2022-10-17 22:58:42,+0700,,@convomf soalnya aq bertahan karena curhatny sm halodoc awkslsoslsldjdk,in,[],[],1582021728100048897,wnescent,nescent,1,22,0,0,0,halodoc,Halodoc,tahan curhatny halodoc awkslsoslsldjdk,0.0,-0.20879999999999999,Neutral
1582034902236598272,1582034297283760130,2022-10-17 22:44:48,+0700,,@sbyfess Psikolog halodoc lagi promo nder,tl,[],[],925904683083776000,synnsss,san,1,22,0,0,0,halodoc,Halodoc,psikolog halodoc promo nder,0.0,0.6124,Neutral
1582032717637902336,1582025164627513345,2022-10-17 22:36:07,+0700,,"@oohodi coba beli lewat halodoc odi, bisa di gojekin kok",in,[],[],1462828084403400705,indecisive6969_,bibub,1,22,0,0,0,halodoc,Halodoc,coba beli halodoc odi gojekin,0.0,0.0,Neutral
1582021782156226560,1582020682707529728,2022-10-17 21:52:40,+0700,,@ya_aku13 pakek halodoc bisa gak?,in,[],[],315635385,axelldavid_,Cakep Dikit Cekrek📸,1,21,0,1,0,halodoc,Halodoc,aku13 pakai halodoc,0.0,0.0,Neutral
1582019946908774400,1582019946908774400,2022-10-17 21:45:22,+0700,,"kalo aku, chat psikolog/profesional help di halodoc",in,[],[],1334801529828646912,fgleur,ً,1,21,0,0,0,halodoc,Halodoc,chat psikolog profesional help halodoc,0.0,0.7906,Neutral
1582016953169850368,1582011093219565570,2022-10-17 21:33:28,+0700,,"@darjofess Aku awalnya book di HaloDoc di rs swasta, disitu tinggal ke tempat daftar2 itu, bilang book dari HaloDoc, nanti diminta kirim ss bukti payment, selanjutnya ngantri kayak biasa. Kalo dateng sendiri ke rs, langsung bilang mau ke poli jiwa, abis itu ngantri kayak biasa",in,[],[],1580844108486103040,americanaurpls,Lia,1,21,0,0,0,halodoc,Halodoc,book halodoc rs swasta situ tinggal daftar2 bilang kirim ss bukti payment antri kayak langsung pol jiwa habis,0.0,-0.04959999999999998,Neutral
1582013310710722560,1582002697968168963,2022-10-17 21:19:00,+0700,,@theonlywoodz Makasi banyak yaa infonya nanti aku coba cek di halodoc. Thank youuu so much 🥰💕 semoga kamu juga selalu lancar dan bahagia ya,in,[],[],1138363806898216960,kimaffogato,Rin 🌱,1,21,0,0,0,halodoc,Halodoc,terima kasih ya info coba cek halodoc thank youuu sok much moga lancar bahagia,0.0,0.034399999999999986,Neutral
1582012617115439105,1582012418321833984,2022-10-17 21:16:14,+0700,,@Askrlfess Ke halodoc aja nder ga bisa nebak aku,in,[],[],1547704216268853248,pengabdikoyo,Anne,1,21,0,0,0,halodoc,Halodoc,halodoc nder nebak,0.0,0.0,Neutral
1582011244164575235,1582003969655640064,2022-10-17 21:10:47,+0700,,"@SyarafinaW Aku namanya Iliadin, beli di Halodoc aja..any kind of nasal spray should work 👌",in,[],[],238874563,yvrskr,🦋,1,21,0,0,0,halodoc,Halodoc,nama iliadin beli halodoc any kind of nasal spray should work,0.0,-0.15360000000000007,Neutral
1582010040143474688,1582002697968168963,2022-10-17 21:06:00,+0700,,"@kimaffogato Ada di halodoc, kamu bisa cek disitu, biasanya rate-nya masih under 100k. Anyway, I hope you feel better soon😊",in,[],[],881437479437451264,theonlywoodz,Feby,1,21,0,1,0,halodoc,Halodoc,halodoc cek situ rate nya under 100k anyway i hope you feel better soon,0.0,-0.3318,Neutral
1582007570046545920,1582007570046545920,2022-10-17 20:56:11,+0700,,"pengen bgt duren:((( gapapa, gajian bulan ini 2x ekekek. dari admedika dan halodoc. nanti kita harus makan duren, harus!!!",in,[],[],1502247926256775173,oolaaaaa_,NyiRoro,1,20,0,0,0,halodoc,Halodoc,pengin banget duren gapapa gaji 2x ekekek admedika halodoc makan,0.0,0.20879999999999999,Neutral
1582001566856642561,1582000890101518336,2022-10-17 20:32:20,+0700,,"Cuma mau bilang, kalo ketularan penyakit kelamin, biaya berobatnya mahal. Noh cek aja halodoc, biaya chat dokter penyakit kelamin 3X lipat biaya chat dokter umum 😂",in,[],[],41234907,fichaaan09,ぴぇ💙❤️💚💛💜,1,20,0,1,0,halodoc,Halodoc,bilang tular sakit kelamin biaya obat mahal noh cek halodoc chat dokter 3x lipat,-0.9186,-0.26149999999999995,Negative
